SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
dp_gene19345	Btb poz domain-containing			
dp_gene19346	Prothoracicostatic peptide			
dp_gene19347	Btb poz domain-containing			
dp_gene19348	Btb poz domain-containing			
dp_gene19349	Btb poz domain-containing			
dp_gene19350	Btb poz domain-containing			
dp_gene19351	Btb poz domain-containing			
dp_gene19352	Btb poz domain-containing	integral component of membrane;ionotropic glutamate receptor activity;ionotropic glutamate receptor signaling pathway		
dp_gene19353	titin-like isoform X2			
dp_gene19354	6-4 photolyase	DNA (6-4) photolyase activity;DNA repair;response to light stimulus		
dp_gene19355	lachesin-like isoform X2	integral component of membrane		
dp_gene19356	lachesin-like isoform X2	integral component of membrane		
dp_gene19357	Transcription factor TFIIIB component B			
dp_gene19358	Zinc finger homeobox 3 zinc finger homeodomain 3 zfh-3 alpha-feto enhancer-binding at motif-binding factor at-binding transcription factor 1	nucleus;zinc ion binding;sequence-specific DNA binding;regulation of transcription, DNA-templated		
dp_gene19359	Methyltransferase 9	nucleic acid binding;methyltransferase activity;zinc ion binding;methylation		
dp_gene19360	Methyltransferase 9	methyltransferase activity;methylation		
dp_gene19361	---NA---			
dp_gene19362	---NA---			
dp_gene19363	muscle	cytoplasm;cytoskeleton;isopentenyl-diphosphate delta-isomerase activity;ATP binding;hydrolase activity;isoprenoid biosynthetic process		
dp_gene19364	---NA---			
dp_gene19365	ejaculatory bulb-specific 3-like			
dp_gene19366	probable DNA-directed RNA polymerases I and III subunit RPAC2	DNA-directed RNA polymerase III complex;DNA-directed RNA polymerase I complex;RNA polymerase I activity;RNA polymerase III activity;DNA binding;protein dimerization activity;transcription from RNA polymerase I promoter;transcription from RNA polymerase III promoter		
dp_gene19367	LYR motif-containing 5			
dp_gene19368	cysteine--tRNA cytoplasmic-like	cytosol;cysteine-tRNA ligase activity;ATP binding;cysteinyl-tRNA aminoacylation		
dp_gene19369	succinate dehydrogenase assembly factor mitochondrial-like	mitochondrial matrix;mitochondrial electron transport, succinate to ubiquinone;protein-FAD linkage		
dp_gene19370	Eukaryotic translation initiation factor 3 subunit M	eukaryotic translation initiation factor 3 complex;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;translation initiation factor activity;formation of translation preinitiation complex;regulation of translational initiation		
dp_gene19371	DPH3 homolog	nucleoplasm;cytosol;protein binding;metal ion binding;peptidyl-diphthamide biosynthetic process from peptidyl-histidine;negative regulation of protein secretion;positive regulation of binding		
dp_gene19372	conserved secreted precursor			
dp_gene19373	Translation initiation factor IF- mitochondrial	integral component of membrane;translation initiation factor activity;translational initiation		
dp_gene19374	BTB POZ domain-containing 10			
dp_gene19375	synaptotagmin 1 isoform X1	cytosol;plasma membrane;integral component of membrane;synaptic vesicle membrane;calcium ion binding;calcium-dependent phospholipid binding;syntaxin binding;clathrin binding;vesicle fusion;regulation of calcium ion-dependent exocytosis;synaptic vesicle endocytosis;calcium ion-regulated exocytosis of neurotransmitter		
dp_gene19376	transmembrane 131	integral component of membrane		
dp_gene19377	YIPF6	integral component of membrane		
dp_gene19378	hypothetical protein DAPPUDRAFT_303013			
dp_gene19379	conserved plasma membrane	integral component of membrane		
dp_gene19380	---NA---			
dp_gene19381	-related lipid transfer 13	lipid binding;signal transduction		
dp_gene19382	Alpha beta hydrolase domain-containing 14A	membrane;hydrolase activity		
dp_gene19383	hypothetical protein DAPPUDRAFT_303173			
dp_gene19384	ubiquinone oxidoreductase ndufb6 b17 subunit	integral component of membrane		
dp_gene19385	SAGA-associated factor 29			
dp_gene19386	---NA---			
dp_gene19387	hypothetical protein DAPPUDRAFT_303172	nucleic acid binding		
dp_gene19388	Target of rapamycin complex subunit LST8			
dp_gene19389	CUB domain-containing 2	integral component of membrane		
dp_gene19390	CUB domain-containing 2	integral component of membrane		
dp_gene19391	prolow-density lipo receptor-related 1-like	integral component of membrane		
dp_gene19392	Cytochrome P450 305a1	integral component of membrane;iron ion binding;steroid hydroxylase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen;heme binding;juvenile hormone biosynthetic process;oxidation-reduction process		
dp_gene19393	Mitochondrial ornithine transporter 1	integral component of membrane;structural constituent of ribosome;translation;transport		
dp_gene19394	replication factor C subunit 3	DNA replication factor C complex;Ctf18 RFC-like complex;DNA clamp loader activity;single-stranded DNA-dependent ATPase activity;DNA-dependent DNA replication;response to organophosphorus;positive regulation of DNA-directed DNA polymerase activity		
dp_gene19395	cyclin G	nucleus;binding		
dp_gene19396	Cytosolic endo-beta-N-acetylglucosaminidase	cytoplasm;mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity;carbohydrate metabolic process		
dp_gene19397	Tetraspanin-33 sw	integral component of plasma membrane;cell surface receptor signaling pathway		
dp_gene19398	E3 ubiquitin- ligase CHIP	ubiquitin-protein transferase activity;ligase activity;protein ubiquitination		
dp_gene19399	G- coupled receptor Mth	integral component of membrane;G-protein coupled receptor activity;response to stress;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway		
dp_gene19400	G- coupled receptor Mth	membrane;transmembrane signaling receptor activity;signal transduction		
dp_gene19401	G- coupled receptor Mth	integral component of membrane;G-protein coupled receptor activity;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway		
dp_gene19402	Collagen type IV alpha-3-binding	lipid binding		
dp_gene19403	signaling ric-8 synembryn regulates neurotransmitter secretion	cytoplasm;G-protein alpha-subunit binding;guanyl-nucleotide exchange factor activity;GTPase activator activity;G-protein coupled receptor signaling pathway;positive regulation of GTPase activity		
dp_gene19404	autophagy 12-like	pre-autophagosomal structure membrane;Atg12-Atg5-Atg16 complex;Atg8 ligase activity;autophagosome assembly;mitophagy;C-terminal protein lipidation;nucleophagy		
dp_gene19405	kinase C and casein kinase substrate in neurons 1 isoform X1	endosome;kinase activity;phosphorylation;regulation of endocytosis		
dp_gene19406	gamma-aminobutyric acid receptor subunit beta-like	plasma membrane;integral component of membrane;cell junction;synapse;GABA-A receptor complex;GABA-A receptor activity;extracellular ligand-gated ion channel activity;signal transduction;ion transmembrane transport		
dp_gene19407	---NA---			
dp_gene19408	Leucine-rich repeat-containing 59	endoplasmic reticulum;integral component of membrane;mitochondrial nucleoid;binding		
dp_gene19409	choline ethanolamine kinase isoform X1	kinase activity;phosphorylation		
dp_gene19410	cytochrome b-c1 complex subunit 8	ubiquinol-cytochrome-c reductase activity;hydrogen ion transmembrane transport		
dp_gene19411	vezatin isoform X1	myosin binding;single organismal cell-cell adhesion		
dp_gene19412	fez family zinc finger 2-like	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding;nucleic acid binding;metal ion binding;negative regulation of transcription from RNA polymerase II promoter;axon guidance		
dp_gene19413	---NA---			
dp_gene19414	---NA---			
dp_gene19415	fez family zinc finger 2-like	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding;nucleic acid binding;metal ion binding;negative regulation of transcription from RNA polymerase II promoter;axon guidance		
dp_gene19416	Ovarian-specific serine threonine- kinase Lok	protein kinase activity;ATP binding;protein phosphorylation		
dp_gene19417	hypothetical protein DAPPUDRAFT_117493			
dp_gene19418	dnaJ homolog subfamily C member 10-like	cytosol;cell redox homeostasis		
dp_gene19419	dnaJ homolog subfamily C member 10-like	cytosol;cell redox homeostasis		
dp_gene19420	gooseberry-like isoform X2	nucleus;sequence-specific DNA binding;transcription, DNA-templated;regulation of transcription, DNA-templated;multicellular organism development		
dp_gene19421	Heat shock HSP 90-alpha	nucleus;cytoplasm;integral component of membrane;ion channel activity;ATP binding;unfolded protein binding;protein folding;calcium ion transport;response to heat;response to cold;ion transmembrane transport;response to antibiotic		
dp_gene19422	hypothetical protein DAPPUDRAFT_115798			
dp_gene19423	DOMON domain-containing			
dp_gene19424	Mrna-capping-enzyme	mRNA guanylyltransferase activity;7-methylguanosine mRNA capping		
dp_gene19425	Corepressor interacting with RBPJ	electron carrier activity;heme binding		
dp_gene19426	Arginase- mitochondrial	arginase activity;metal ion binding;urea cycle;arginine metabolic process		
dp_gene19427	Immunoglobulin superfamily member	integral component of membrane		
dp_gene19428	Immunoglobulin superfamily member	integral component of membrane		
dp_gene19429	Immunoglobulin superfamily member	integral component of membrane		
dp_gene19430	Endoribonuclease Dicer	nucleus;cytoplasm;RISC complex;DNA binding;RNA binding;ribonuclease III activity;deoxyribonuclease I activity;ATP binding;apoptotic DNA fragmentation;production of siRNA involved in RNA interference;pre-miRNA processing;RNA phosphodiester bond hydrolysis, endonucleolytic		
dp_gene19431	hypothetical protein DAPPUDRAFT_258461			
dp_gene19432	Guanylate cyclase 32E	plasma membrane;guanylate cyclase complex, soluble;integral component of membrane;adenylate cyclase activity;guanylate cyclase activity;protein kinase activity;ATP binding;cGMP biosynthetic process;protein phosphorylation;intracellular signal transduction		
dp_gene19433	F-box WD repeat-containing TBL1XR1	histone deacetylase complex;transcription corepressor activity;regulation of transcription from RNA polymerase II promoter;histone deacetylation;negative regulation of nucleic acid-templated transcription		
dp_gene19434	hypothetical protein DAPPUDRAFT_337232, partial	integral component of membrane		
dp_gene19435	Atrial natriuretic peptide receptor	plasma membrane;guanylate cyclase complex, soluble;integral component of membrane;adenylate cyclase activity;guanylate cyclase activity;protein kinase activity;ATP binding;cGMP biosynthetic process;protein phosphorylation;intracellular signal transduction		
dp_gene19436	Corticotropin-releasing factor	integral component of membrane;G-protein coupled receptor activity;diuretic hormone receptor activity;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway;hormone-mediated signaling pathway		
dp_gene19437	Corticotropin-releasing factor	integral component of membrane;G-protein coupled receptor activity;diuretic hormone receptor activity;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway;hormone-mediated signaling pathway		
dp_gene19438	phosphogluconate dehydrogenase (NADP(+)- decarboxylating)	phosphogluconate dehydrogenase (decarboxylating) activity;pentose-phosphate shunt;oxidation-reduction process		
dp_gene19439	Tol2 transposase	nucleic acid binding		
dp_gene19440	Disks large 1 tumor suppressor	immunological synapse;nucleus;endoplasmic reticulum;Golgi apparatus;cytosol;microtubule;bicellular tight junction;synaptic vesicle;voltage-gated potassium channel complex;postsynaptic density;intercalated disc;basolateral plasma membrane;endocytic vesicle membrane;cortical cytoskeleton;extrinsic component of cytoplasmic side of plasma membrane;AMPA glutamate receptor complex;dendrite cytoplasm;dendritic spine;myelin sheath;juxtaparanode region of axon;neuron projection terminus;postsynaptic membrane;perinuclear region of cytoplasm;excitatory synapse;extracellular exosome;MPP7-DLG1-LIN7 complex;guanylate kinase activity;phosphoprotein phosphatase activity;Ras guanyl-nucleotide exchange factor activity;protein C-terminus binding;cytoskeletal protein binding;ligand-gated ion channel activity;potassium channel regulator activity;protein phosphatase binding;PDZ domain binding;mitogen-activated protein kinase kinase binding;beta-1 adrenergic receptor binding;D1 dopamine receptor binding;P2Y1 nucleotide receptor binding;protein complex binding;acetylcholine receptor binding;ionotropic glutamate receptor binding;ion channel binding;L27 domain binding;neuroligin family protein binding;scaffold protein binding;negative regulation of transcription from RNA polymerase II promoter;MAPK cascade;ureteric bud development;endothelial cell proliferation;negative regulation of receptor internalization;protein complex assembly;actin filament organization;mitotic cell cycle checkpoint;positive regulation of cytosolic calcium ion concentration;chemical synaptic transmission;learning;negative regulation of cell proliferation;regulation of cell shape;animal organ morphogenesis;synaptic vesicle maturation;single organismal cell-cell adhesion;cortical actin cytoskeleton organization;astral microtubule organization;cellular protein complex localization;social behavior;protein localization to synapse;locomotory exploration behavior;positive regulation of catalytic activity;positive regulation of potassium ion transport;cortical microtubule organization;neuronal ion channel clustering;establishment of protein localization;establishment or maintenance of epithelial cell apical/basal polarity;GMP metabolic process;lymphocyte activation;GDP metabolic process;regulation of long-term neuronal synaptic plasticity;tissue morphogenesis;neuromuscular process controlling balance;establishment of centrosome localization;dendritic spine morphogenesis;negative regulation of ERK1 and ERK2 cascade;bicellular tight junction assembly;vocalization behavior;protein localization to plasma membrane;positive regulation of establishment of protein localization to plasma membrane;AMPA glutamate receptor clustering;receptor localization to synapse;regulation of NIK/NF-kappaB signaling;regulation of sodium ion transmembrane transport;negative regulation of p38MAPK cascade;regulation of NMDA receptor activity;positive regulation of excitatory postsynaptic potential;regulation of grooming behavior		
